,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
2546,Social/Meeting Hall,43034.0,1974.0,10.0,15.337222414418532,61.71026819507458,88.88697949527585
2547,Museum,222307.0,1988.0,23.0,10.71466963949807,61.72080137006551,355.72730855175826
2548,College Classroom,9630.0,1971.0,5.0,24.124864925863335,27.59137892645496,10.008991187989974
2549,Primary/Secondary Classroom,10134.0,1954.0,1.0,9.926294803547078,84.17497873648375,0.0197319881440948
2550,Recreation Center,7695.0,1970.0,1.0,23.85882557037924,25.5083874959562,10.586624948326453
2551,Research,267777.0,1979.0,9.0,13.008743068059697,62.87639105464179,760.2781960259986
2552,Services Plant,97931.0,1927.0,11.0,9.23069004750673,71.94686764623252,56.40077751224639
2553,Library,64733.0,1946.0,8.0,15.40943558408888,62.06777048440014,38.6427701367121
2554,Fitness Center,22037.0,1996.0,26.0,24.766821722449333,25.5083874959562,174.0158386078313
2555,Gymnasium,83403.0,1920.0,4.0,8.558621214961772,72.14618655570195,147.9131479630557
2556,Other,283.0,1916.0,2.0,22.756290609949353,71.98602111610423,21.77156682582845
2557,Conference Center,53302.0,1977.0,6.0,11.753511421965772,71.8871190182171,112.35014633861343
2558,Greenhouse,16920.0,1963.0,5.0,10.429426778812218,62.44572601665165,53.77108083970075
2559,Primary/Secondary Classroom,20914.0,1986.0,1.0,9.96623470519336,84.17497873648375,0.0197319881440948
2560,Education,18710.0,1994.0,2.0,15.32375785973294,71.25417732155971,43.08141963714479
2561,Other - Public Services,12463.0,1921.0,7.0,15.757140305065603,61.38216484606845,0.0197319881440948
2562,Greenhouse,4050.0,1952.0,1.0,10.688315668072027,83.03594313255775,32.21677497248151
2563,Community Center,283.0,1973.0,1.0,11.284882288837139,82.44434822790396,0.0197319881440948
2564,Library,140248.0,1977.0,12.0,15.552263365772587,62.27186198964059,123.42740563044636
2565,Entertainment/public assembly,16394.0,1948.0,1.0,15.123830245634025,70.86396580036228,28.89836697360996
2566,K-12 School,81484.0,1977.0,15.0,15.49463570956658,61.68267907147121,78.26567078276815
2567,Research,263197.0,1972.0,9.0,12.355836162382591,62.80637353951533,813.3161964316375
2568,Other/Specialty Hospital,4551.0,1969.0,9.0,15.86461235226421,62.78728195407103,28.498628800154908
2569,Museum,277679.0,1977.0,7.0,9.57007425869172,63.07500509598025,128.9076445562302
2570,Primary/Secondary Classroom,26144.0,1993.0,1.0,10.923293459074493,84.17497873648375,0.0197319881440948
2571,Conference Center,26648.0,1953.0,6.0,23.383260461937105,71.38709925425754,144.34514156531887
2572,Other/Specialty Hospital,251862.0,1919.0,23.0,15.739063378185417,61.9820491977129,1025.8059714058693
2573,Restaurant,26658.0,1973.0,7.0,15.374557244250166,71.83981255985985,25.88318595067862
2574,Entertainment/public assembly,38124.0,1994.0,2.0,15.117057401395565,71.08487680844986,58.44966550838902
2575,Ice Arena,28492.0,1943.0,4.0,15.484251382392854,62.79349857370759,56.47050711501666
2576,School,11793.0,1912.0,1.0,10.820937378889628,81.95992779460776,20.262605398691257
2577,Hospital,167202.0,1949.0,6.0,9.176164921799755,75.75295878082999,18.65443041733954
2578,Conference Center,474091.0,1966.0,5.0,21.346697704569873,63.52305916656768,482.550153950683
2579,Non-Refrigerated Warehouse,46946.0,2004.0,8.0,15.59121366150893,61.41863773961163,49.98397770646283
2580,College Classroom,22265.0,1965.0,9.0,22.285522007016475,71.64090511162277,40.63776283455746
2581,Residence Hall/Dormitory,104813.0,1941.0,1.0,11.191989156393106,43.56240365853392,2.7381451917408732
2582,Non-Refrigerated Warehouse,28736.0,1967.0,3.0,15.877078664642795,61.77206923083826,142.0131434285378
2583,Police Station,23443.0,1907.0,10.0,15.669514262566096,61.98477762271142,202.0108779396944
2584,Senior Care Community,20729.0,1922.0,8.0,24.54249202908331,70.50633104381919,31.313607981387864
2585,Education,53460.0,1951.0,6.0,15.17421908112819,72.08638341033232,22.647241547800295
2586,Fitness Center,17816.0,2003.0,11.0,23.578415859149704,26.3887286652296,19.292108490152998
2587,College Laboratory,292875.0,1983.0,8.0,22.27365526601201,63.16484546888448,1004.0350283678717
2588,Entertainment/public assembly,16738.0,1996.0,4.0,15.029543750910122,70.16496924536462,14.222293309199031
2589,Parking Garage,36598.0,1946.0,9.0,24.784763864277345,71.57764980903177,0.0197319881440948
2590,Dormitory,108349.0,1942.0,8.0,9.673601732207148,49.06226065339717,29.15597332276438
2591,Entertainment/public assembly,13807.0,1937.0,2.0,14.911210094756376,70.7813818608643,61.65804749590555
2592,Sports Facility,165430.0,1963.0,3.0,10.64001046043548,44.92909938874462,171.90749991310662
2593,Patient Care,173311.0,1968.0,9.0,13.165310662573367,76.29112755172554,563.9580987226394
2594,Parking: Open Air Ramp,116138.0,1981.0,5.0,11.663020853027103,63.08434149386313,0.0197319881440948
2595,Student Union,58449.0,1952.0,8.0,23.654457653771917,27.42081437681008,36.57372773287473
2596,Retail,402240.0,1933.0,10.0,21.709058207260234,71.08229401731687,280.8695979786377
2597,Primary/Secondary Classroom,14517.0,1973.0,1.0,9.691218154672162,84.17497873648375,0.0197319881440948
2598,Parking Garage,346381.0,2005.0,9.0,24.993220654118755,70.47841079294679,0.0197319881440948
2599,Education,19527.0,1976.0,7.0,14.878810710414541,72.10433321773475,25.671545391382118
2600,Campsites,23915.0,1961.0,6.0,12.409291721133322,63.91301118098123,0.0197319881440948
2601,Animal Kennels,3890.0,1966.0,1.0,9.932379804091694,71.76129151674262,18.50183791987009
2602,Non-Refrigerated Warehouse,23675.0,1954.0,6.0,15.631823574852136,25.5083874959562,21.153694353744765
2603,"Park, Community Centers",99428.0,2000.0,9.0,22.30621049830049,71.33944022726016,131.77901575088555
2604,Athletic Field,283.0,1945.0,10.0,23.66166108279702,63.12921988548578,44.21348119961516
2605,College Laboratory,161467.0,1943.0,10.0,8.94026710361213,64.26723979197509,235.5675217003083
2606,Dormitory,19001.0,1946.0,4.0,9.27928704023398,63.50947440200625,40.23783753089052
2607,Gymnasium,144631.0,1914.0,8.0,9.84874830043481,79.44928137873485,13.071767720522786
2608,Primary/Secondary Classroom,23302.0,1986.0,2.0,10.757976759441846,84.0239879553054,0.0197319881440948
2609,K-12 School,93031.0,2003.0,5.0,15.761662987229078,61.19205401308474,111.32066646238407
2610,Animal Shelter,6341.0,1962.0,3.0,23.42894033527947,28.38064832488232,12.980871527864593
2611,Athletic,810877.0,1963.0,21.0,13.370334118640264,63.18433118780156,730.947954278715
2612,"Park, Community Centers",73710.0,1963.0,1.0,22.146785666331883,62.64341560917748,11.735989742318285
2613,Technology/science,30298.0,1924.0,1.0,15.223021207100166,63.85225346122309,13.452538180368684
2614,Academic,77264.0,1980.0,1.0,9.920136525943407,48.48233539564741,125.39187543154206
2615,"Fire Station, Fire Stations",22189.0,1914.0,3.0,22.841667950843195,71.16770425040298,33.01051577042413
2616,Gynasium,32152.0,1935.0,9.0,15.273077832610909,59.84869276218993,39.781497871379905
2617,Ice Arena,165406.0,1907.0,3.0,21.9918355796232,72.0504530114787,102.66916458323801
2618,Senior Care Community,24680.0,1923.0,2.0,15.58517400425242,61.99866027374667,45.565605295098905
2619,Social/Meeting Hall,40388.0,1971.0,7.0,15.317732181609395,62.33615568000814,3.520648278457646
2620,Other - Public Services,16371.0,1921.0,6.0,15.847217452286506,62.26713357687919,37.36804328331798
2621,Classroom,44879.0,1934.0,1.0,22.591205727081984,71.76573430339366,7.553746650362758
2622,Hospital,151791.0,1968.0,14.0,9.283572015498205,75.81554826081951,344.65106928667103
2623,Sports Facility,71773.0,1936.0,1.0,22.526160527190026,71.4184575293882,43.31414892990194
2624,garage,308923.0,1989.0,25.0,22.30689580438409,63.27023721312232,643.0081209636904
2625,Residence Hall,276041.0,2011.0,8.0,22.747798026006702,70.69069803379105,939.6623131647034
2626,Auditorium,199540.0,1948.0,10.0,9.30881895517221,63.62142169725482,186.8316454979716
2627,Restaurant,4266.0,1969.0,8.0,23.822633165861554,28.16757079745651,41.272151342867424
2628,Gymnasium,133430.0,1995.0,6.0,9.427262720690639,79.4470141986927,365.79923381021723
2629,"Park, Community Centers",43134.0,1913.0,1.0,10.505202314652413,62.18644248540033,132.41956181222744
2630,Other/Specialty Hospital,24180.0,1908.0,3.0,15.537645438563178,61.69430055821407,6.632729671484725
2631,Office,37395.0,1912.0,3.0,10.09584513567224,84.17497873648375,24.943658883982305
2632,Sports Stadium,26972.0,1952.0,32.0,24.462325509719367,25.5083874959562,169.41417872815407
2633,Education,11801.0,1995.0,2.0,15.111743847500378,70.8383299588334,46.03240208125166
2634,Entertainment/public assembly,17473.0,1925.0,6.0,15.219760161841306,61.92403369433245,8.450364446005157
2635,Housing,20041.0,1942.0,7.0,13.223522864889906,71.295712623102,56.85951705311153
2636,"Community Center, Community Centers",283.0,1958.0,2.0,24.056793663354334,71.53405578734282,39.55509971645123
2637,Other,5691.0,1971.0,2.0,10.402543706695356,71.81616147108544,29.229672308246013
2638,School,59829.0,1971.0,1.0,10.666187382389511,82.98157461130262,11.83888007918334
2639,College Classroom,192505.0,1937.0,5.0,8.723808624375,80.96748347757146,51.92246346445832
2640,College Classroom,111370.0,1942.0,9.0,9.350650830867716,26.39878274755957,41.2243718159975
2641,College Classroom,228421.0,1980.0,8.0,9.662994862157035,62.84421335261892,98.60451647067688
2642,Sports Facility,78640.0,1922.0,2.0,11.502575514872484,48.73017374378293,54.355234678169
2643,Sports Facility,16432.0,1961.0,1.0,10.319961658270707,71.19200473151864,45.918991524466406
2644,Student Center,15836.0,1948.0,4.0,10.359816723055326,71.34484005001161,74.30892629853386
2645,Education,56625.0,1956.0,6.0,15.036451603153235,71.179917341727,23.47943331724546
2646,Swimming Pool,40867.0,2017.0,6.0,15.560405987682449,62.0708573389296,95.5261300952149
2647,Non-Refrigerated Warehouse,16060.0,1920.0,8.0,15.343852317857163,61.95465169014169,30.070005836814225
2648,Community Center,283.0,1942.0,1.0,9.759794455736074,84.17497873648375,17.780261908670745
2649,Public services,114577.0,2017.0,6.0,14.876653334095622,71.20930150710576,94.57973316999656
2650,Housing,25584.0,1945.0,6.0,10.329575255580071,64.0725802914331,40.63126462394809
2651,Animal Shelter,1337.0,1950.0,3.0,10.896041386874776,63.80684331499116,0.0197319881440948
2652,Museum,76358.0,1961.0,9.0,23.73994601310898,72.1009903470341,18.816427235733556
2653,Entertainment/public assembly,283.0,1935.0,1.0,14.684478382679119,71.38323086710913,10.104967747866155
2654,Technology/science,110847.0,1947.0,8.0,15.031181561392033,71.75506854332158,135.67678305594129
2655,Hospital,161093.0,1935.0,9.0,12.6825223323672,74.37277273925392,267.9125020965655
2656,Athletic,75279.0,1966.0,7.0,13.588226760983698,63.00351464692505,46.28827725990611
2657,Parking: Enclosed Garage,107084.0,2010.0,6.0,10.918112903313775,84.17497873648375,1.456924793746964
2658,Market,1136.0,1930.0,2.0,10.93486033420656,84.17497873648375,14.57345803203518
2659,Dining,77142.0,1982.0,7.0,12.433299782261349,63.42019259824959,173.5055474844861
2660,Sports Facility,27837.0,1952.0,1.0,10.996953096206843,70.91886531116909,116.03499082037443
2661,Sports Facility,17125.0,1952.0,1.0,25.075584311937067,45.53278921488576,0.0197319881440948
2662,Restaurant,95969.0,1913.0,3.0,22.046989065400176,71.51656138241206,52.32339389057502
2663,Park,2758.0,1941.0,1.0,22.800076947959955,71.18135412739694,0.0197319881440948
2664,Police Station,76594.0,1961.0,26.0,15.527566620325317,61.6513504721063,73.82051969363116
2665,College Laboratory,118143.0,2000.0,4.0,9.805606510674147,82.14783139084629,339.58027482400894
2666,Sports Stadium,268310.0,1995.0,24.0,24.327838376442475,26.4402566214658,120.56428102824091
2667,Prison/Incarceration,24539.0,2007.0,12.0,15.787652952542427,62.15782566626596,54.636605333197835
2668,College Laboratory,176434.0,1975.0,4.0,21.892473915244935,63.20365850705861,621.6641182268496
2669,Museum,11587.0,1939.0,7.0,22.05868070799717,71.19466495098693,460.56054531021164
2670,Residence Hall,347625.0,1958.0,3.0,22.81755223292347,71.40637436532106,153.91587900770853
2671,Office,81908.0,1976.0,28.0,24.03158895508787,73.12360206365598,128.50218212656824
2672,Dormitory,40457.0,1906.0,4.0,12.626795389714669,63.0029134598551,31.227511367584324
2673,Auditorium,10084.0,1925.0,14.0,10.291135074405222,63.10917599982211,35.97047631364147
2674,Police Station,23225.0,1945.0,9.0,15.639321829138522,61.80485569238596,117.18491166444497
2675,Academic,76992.0,1939.0,4.0,9.288263637485686,47.36048145640267,147.56544256667797
2676,Other - Public Services,18193.0,1919.0,9.0,15.610326898438833,62.46846467310201,9.813377100251163
2677,Residence Hall,161989.0,1945.0,4.0,23.40928892655446,71.06020723351453,397.31470236979897
2678,Academic,235262.0,1994.0,11.0,10.337052791964137,62.32555381334016,169.63398272699214
2679,Market,55733.0,1960.0,2.0,10.289816748914971,84.17497873648375,14.053602135818423
2680,Fire Station,7826.0,1980.0,2.0,15.79264943110949,61.78597972070522,44.39544620294406
2681,Patient Care,212666.0,1973.0,7.0,13.53783526551467,61.70718682783126,419.8747903303424
2682,Laboratory,14515.0,1964.0,2.0,11.101397037015909,80.86440014331919,27.225375096910653
2683,College Classroom,357744.0,1957.0,26.0,21.60392118297238,62.62311323575452,340.7838230940681
2684,Primary/Secondary Classroom,21490.0,1980.0,1.0,10.325162376248878,84.17497873648375,2.797465335991056
2685,Other - Entertainment/Public Assembly,27813.0,1939.0,3.0,15.374818961996764,62.69250027999396,4.428309734549373
2686,College Laboratory,338528.0,1918.0,22.0,10.031449182928117,63.60944134199813,1027.4030185738914
2687,Community Center,283.0,1953.0,2.0,9.291924781140525,84.17497873648375,0.0197319881440948
2688,College Classroom,373186.0,1954.0,18.0,11.879186939469307,63.33554952670777,714.546821856106
2689,Office,697239.0,1972.0,7.0,9.230345462609069,63.21641842276685,22.785036488163367
2690,Ice Arena,6065.0,1924.0,3.0,9.008920210123152,63.30204415751137,491.22800018153094
2691,Other - Recreation,18874.0,1998.0,19.0,15.77627308913376,61.53793960789734,105.96736168606029
2692,K-12 School,101893.0,1919.0,8.0,15.527947157594976,62.2862266621817,143.35007892118736
2693,Office,27093.0,1947.0,5.0,9.724581552499245,63.57289491882062,426.5277097602766
2694,Housing,31228.0,1978.0,6.0,13.171560839263314,63.26105252041037,50.64626395165699
2695,Education,170624.0,2006.0,4.0,15.031808703670967,71.80226999596654,412.26169365177566
2696,"Community Center, Community Centers",21651.0,2005.0,1.0,23.745780889913934,71.62664337805252,54.70345460863035
2697,Swimming Pool,122983.0,1961.0,13.0,15.50339351006834,61.99358361951561,145.3740032585715
2698,Library,47754.0,1956.0,9.0,15.518443476328942,63.00993477171375,38.89359395847461
2699,Dormitory,19066.0,1945.0,3.0,24.758596876941702,29.29276215661339,43.3174219910677
2700,Other - Recreation,18310.0,1922.0,10.0,15.693318097865264,61.42359809995834,47.01523333618682
2701,Other,3056.0,1921.0,2.0,15.890440694937592,71.54974104709373,0.0197319881440948
2702,Museum,59667.0,1938.0,2.0,15.419728740550548,62.96373390754844,77.1275277962691
2703,Other - Recreation,12593.0,1913.0,13.0,15.378045814543617,61.46657415922053,9.452628430584113
2704,Fire Station,6225.0,1977.0,9.0,15.849200436100054,62.30661853324168,19.01918566355145
2705,Non-Refrigerated Warehouse,34312.0,1955.0,13.0,15.70757637277948,62.32202211366847,53.55917622335161
2706,Athletic Field,22632.0,1954.0,10.0,9.281146878780172,63.09672249417216,91.89427802289782
2707,Sports Stadium,157547.0,1944.0,17.0,25.075584311937067,26.35034938743726,113.23329347305875
2708,College Laboratory,210422.0,1961.0,17.0,8.974011346824824,62.58031138868193,157.98027648281786
2709,Athletic Field,31894.0,1963.0,10.0,24.471873851416404,26.18676512235281,18.76079532199738
2710,Market,120318.0,1933.0,4.0,11.320152433869456,84.17497873648375,7.320860792804481
2711,garage,276454.0,1925.0,6.0,21.72139944456807,63.68925947941527,130.4100718370843
2712,Lab Building,19156.0,1967.0,3.0,11.42002871693668,84.17497873648375,35.086531539346325
2713,"Fire Station, Fire Stations",283.0,1924.0,1.0,22.97891197322014,70.97462416278866,15.028086383744476
2714,Sports Stadium,17169.0,1998.0,5.0,23.805677841175047,27.07272003980677,96.97542349788503
2715,Greenhouse,50240.0,1944.0,5.0,10.587672179239014,82.88924942105739,0.0197319881440948
2716,Housing,133632.0,1917.0,8.0,11.536771895811563,62.88197177097805,32.62389262531584
2717,Sports Facility,21466.0,1908.0,1.0,11.519357914611165,71.09488968228558,119.78066597891268
2718,Restaurant,77219.0,1971.0,22.0,24.912997281996365,26.46343631815385,12.986214983266088
2719,Other - Public Services,10724.0,1916.0,8.0,15.448412921735072,62.39140972035474,32.426907329807
2720,Sports Stadium,43260.0,1989.0,13.0,25.036974870930987,26.68606766382236,11.396988780349446
2721,Public services,73474.0,1913.0,4.0,14.765789662240024,71.0314779570665,22.409393910226346
2722,Gymnasium,93705.0,1939.0,2.0,10.612459861403597,48.735297515952,93.18685506167884
2723,Maintenance Repair Shop,178053.0,1964.0,9.0,9.734056739336141,64.23576091413364,116.21210276641148
2724,Maintenance Repair Shop,75205.0,1970.0,8.0,11.806858048537912,62.93968112037356,449.1566887517432
2725,Sports Stadium,229556.0,1950.0,10.0,24.140138210451198,74.51310912279007,78.41619455281506
2726,Fitness Center,21686.0,2009.0,11.0,23.09848218299104,26.55873136909722,160.51665348130265
2727,Non-Refrigerated Warehouse,17372.0,1967.0,9.0,15.520879889793147,62.03074235066299,108.10990986976002
2728,Patient Care,1831.0,1935.0,7.0,25.075584311937067,63.52534429200957,51.43176747426393
2729,Academic,75380.0,1992.0,4.0,9.823858515540907,44.51081972205641,64.69047868841729
2730,Athletic,850225.0,1967.0,22.0,13.155082269176791,62.45207124227085,372.00388268814885
2731,Residence Hall,332527.0,1992.0,22.0,22.489859674762805,71.15421784678036,84.34476947346144
2732,Academic,67415.0,1969.0,1.0,9.252569896866065,71.45824404357495,205.6664504061743
2733,Sports Stadium,9929.0,1956.0,26.0,25.075584311937067,25.84888890336448,91.36812205505362
2734,Restaurant,11649.0,1966.0,6.0,23.47545735889962,25.5931637880633,40.093288494057134
2735,Greenhouse,28868.0,1969.0,9.0,9.553428741507469,63.27487989618319,154.742407310005
2736,Worship Facility,35099.0,1962.0,11.0,12.773855827307731,62.81448865041205,64.7225214922108
2737,Office,228369.0,1979.0,10.0,11.512820797521506,63.40901199665745,250.46625255381676
2738,Museum,23208.0,1942.0,8.0,24.943239786122067,62.2733885526459,54.84098393408207
2739,Student Union,27555.0,1913.0,8.0,9.796688415356522,63.42691613338015,378.5943533651485
2740,Warehouse (Conditioned),62131.0,1979.0,7.0,11.304487062689192,64.05368324857358,33.36947446042461
2741,Primary/Secondary Classroom,44080.0,1980.0,1.0,9.311412824447554,84.17497873648375,25.964643656771102
2742,Office,48858.0,1929.0,9.0,12.444944518255609,63.86043741926997,121.6075176834995
2743,garage,29196.0,1959.0,12.0,25.075584311937067,27.35958556152234,109.92724502589903
2744,Dormitory,121133.0,1921.0,4.0,11.068220234210662,83.33301289446855,16.18007928539296
2745,Lab Building,57220.0,1964.0,1.0,21.669206627897626,71.75332760778758,1.8071750535158593
2746,Residence Hall,401590.0,1919.0,28.0,22.669674127446598,71.00895237466337,142.2743783027978
2747,Sports Facility,19644.0,1963.0,1.0,22.070534127415325,71.04338342036964,14.531919287188106
2748,Other - Public Services,20007.0,1922.0,1.0,15.684281773485118,61.30829675592699,5.7571289478019665
2749,K-12 School,78793.0,1941.0,4.0,15.40680024073693,61.55725002631307,99.7534536889089
2750,Sports Facility,21500.0,1964.0,1.0,10.363523704251406,71.21010555938926,39.43114011935949
2751,Conference Center,220512.0,1918.0,26.0,8.903769772613144,63.62208017159212,395.7217379251403
2752,College Laboratory,28004.0,1969.0,8.0,23.074267565073583,72.26277739357486,55.29844291508131
2753,"Fire Station, Fire Stations",283.0,1952.0,2.0,23.00595521697311,71.46094364008752,15.100671694975336
2754,Housing,193779.0,1917.0,10.0,13.567963467221027,63.16892918039679,44.69888592396539
2755,College Classroom,43029.0,1999.0,4.0,22.78041630642432,71.5405752067466,8.935358579838631
2756,Retail,55504.0,2000.0,1.0,8.552090168673269,71.1868335070842,29.111436478815214
2757,Lab Building,131859.0,1908.0,9.0,9.368785674348993,64.10919658605418,352.46938951286893
2758,Residence Hall,279241.0,1992.0,2.0,22.367558172775226,70.68211230593721,974.0742926621317
2759,College Classroom,36536.0,1931.0,3.0,9.547275894313536,84.05148197725687,73.65522681736405
2760,Hospital,235395.0,1981.0,4.0,9.282885618007786,76.88124683943362,106.37274466813037
2761,Academic,161455.0,1922.0,9.0,10.529274458621662,48.48832131259423,107.82991082922591
2762,Primary/Secondary Classroom,24571.0,1980.0,1.0,12.642346107949225,84.15140924396445,0.0197319881440948
2763,Restaurant,10540.0,1999.0,8.0,23.707610193932098,28.39424765348585,65.14575666721183
2764,Parking: Enclosed Garage,44587.0,1914.0,6.0,9.23531727641222,64.31567657891651,43.19068784759985
2765,College Classroom,393677.0,1907.0,26.0,9.482453451601284,62.33766791205114,162.05094991906054
2766,Residence Hall,861524.0,2002.0,8.0,15.63674855077215,70.23052359388673,1289.2895525998802
2767,Office,177666.0,1956.0,8.0,10.036887354334064,63.10407501862248,112.41946273321143
2768,Public Service,23492.0,1953.0,10.0,12.267099308730522,62.68746386586128,13.359889206713376
2769,Lab Building,51224.0,1941.0,6.0,22.560282865072637,72.6466193547205,29.260840582342116
2770,"Fire Station, Fire Stations",283.0,1912.0,1.0,22.705591916240596,71.24338245212878,35.33383849505376
2771,Fitness Center,4046.0,1955.0,2.0,23.95357073626753,83.87977662592463,44.7941489845489
2772,Animal Kennels,62916.0,1913.0,6.0,15.469691387161237,62.27763417568138,23.72130568281642
2773,Fitness Center,26105.0,2000.0,31.0,25.075584311937067,25.5083874959562,142.4107149837944
2774,Other - Entertainment/Public Assembly,7123.0,1907.0,4.0,11.005727504221651,84.17497873648375,1.8606096075308116
2775,Office,38843.0,1942.0,9.0,9.701990417912322,63.19764539257418,254.0398024424961
2776,Research,162170.0,1967.0,19.0,13.215218144021792,62.49276705863264,301.0093187874982
2777,Primary/Secondary Classroom,27473.0,1982.0,1.0,12.615795310931997,84.17497873648375,0.0197319881440948
2778,College Classroom,70554.0,1911.0,12.0,22.866174606524833,62.6643170296288,150.8253627888577
2779,Campsites,283.0,1977.0,1.0,10.032374935867997,83.35032268474997,14.124255702239417
2780,College Laboratory,202827.0,1923.0,8.0,8.863730885111586,63.13324696820509,490.2782625961431
2781,Gynasium,75520.0,1955.0,8.0,9.911309684349423,61.63638752075689,80.71950899947454
2782,Other,2157.0,2001.0,1.0,22.702339707339075,70.62604536201788,19.398973703536104
2783,Market,48835.0,1947.0,1.0,10.806222236509187,83.96958292639503,44.02450134797007
2784,Other - Entertainment/Public Assembly,283.0,1942.0,7.0,10.793333539002282,71.25699285460011,39.86355730040208
2785,Community Center,10500.0,1981.0,1.0,10.016068805509716,84.17497873648375,0.0197319881440948
2786,Primary/Secondary Classroom,12603.0,1944.0,1.0,10.777580609485373,83.70700982341592,0.0197319881440948
2787,Student Union,85316.0,1994.0,10.0,8.667953863433922,71.69397262528716,172.0031290348174
2788,Retail,8612.0,2005.0,4.0,24.460351721661507,71.82042194566046,9.407986431171505
2789,Fire Station,283.0,1956.0,12.0,12.59262694799028,62.97002936119595,0.0197319881440948
2790,Parking,23997.0,1996.0,1.0,15.080654728742545,70.72425859599204,7.22028854971127
2791,Other - Recreation,283.0,1909.0,2.0,15.762343853234706,61.75449074625728,15.99651679269379
2792,Public services,77699.0,1996.0,9.0,14.869157337108675,70.16088296192025,48.94559632537418
2793,"Community Center, Community Centers",12470.0,1952.0,2.0,10.31517120991424,71.44463613650461,51.129564693064395
2794,College Laboratory,125972.0,1929.0,6.0,9.616359180636,77.55205270932998,309.79707288621273
2795,College Classroom,84199.0,1968.0,10.0,10.316514391638194,26.23409675118362,64.23489876014395
2796,K-12 School,189680.0,1928.0,14.0,15.54000078273032,62.31668238979417,140.52746554209276
2797,K-12 School,71671.0,1911.0,7.0,15.562015624917528,61.89050571751714,106.16146945863181
2798,Public services,50515.0,1939.0,7.0,14.958899092628851,70.9870250509745,9.914564697537841
2799,Other,6640.0,1914.0,3.0,22.603790221225637,71.1990638042678,37.27053067474621
2800,Academic,67941.0,1922.0,1.0,10.277338919595604,44.91487541368512,167.14682823263223
2801,Fire Station,10197.0,1965.0,6.0,15.731002905851634,62.98576499559827,6.357410858175452
2802,Public services,133524.0,1944.0,4.0,15.041455713542218,70.9987326842711,884.5967987387195
2803,Primary/Secondary Classroom,29058.0,1974.0,1.0,13.482466003524117,82.90285439629103,0.0197319881440948
2804,Campsites,50133.0,1971.0,1.0,10.626234310325989,84.17497873648375,0.0197319881440948
2805,College Laboratory,146284.0,1935.0,7.0,9.452503548692478,74.4467471435421,280.5815649293309
2806,garage,479575.0,1988.0,24.0,9.418320210187813,64.53040871850155,38.59885239611229
2807,Park,283.0,1942.0,1.0,22.486036675501243,71.57273103425682,0.0197319881440948
2808,Services Plant,220527.0,1907.0,5.0,23.55880143780699,71.73522044919936,55.554553330402115
2809,Research,236764.0,1915.0,7.0,12.64218529765062,63.45263350709782,946.4259404409213
2810,"Recreation Center, Community Centers",11352.0,1936.0,1.0,9.932877531269536,71.17174538863065,46.40846138639566
2811,Primary/Secondary Classroom,2022.0,1960.0,2.0,10.869131568316323,84.17497873648375,0.0197319881440948
2812,K-12 School,31131.0,1954.0,9.0,15.437080198263061,62.21336084314542,78.47983628000598
2813,Research,260703.0,1961.0,15.0,14.036037180167611,61.91021154977242,978.0166115655571
2814,"Performing Arts, Community Centers",283.0,1974.0,2.0,22.57957678107052,70.851984069421,0.0197319881440948
2815,Fire Station,12009.0,1978.0,11.0,15.88505744423491,62.29073315080047,41.22782792556258
2816,Retail Store,13959.0,1997.0,11.0,15.352143625931385,61.7822585358975,70.21059526849231
2817,Campsites,6978.0,1910.0,2.0,11.45551626926761,83.96360682495462,0.0197319881440948
2818,Other - Lodging/Residential,17022.0,1919.0,7.0,15.28833997158264,62.27236327152082,1.7830936734586267
2819,Primary/Secondary Classroom,18225.0,1974.0,1.0,10.0533149384249,84.17497873648375,0.0197319881440948
2820,Parking,51358.0,1928.0,1.0,14.949924671998609,62.38755082295575,14.712221181591264
2821,Gymnasium,186769.0,1939.0,19.0,21.20377067974549,63.83657533357955,89.78393523939792
2822,Office,32727.0,1975.0,7.0,9.702128245570693,78.06166119491279,56.289585346275054
2823,Museum,117896.0,1994.0,6.0,9.516088787336265,71.26643226732732,37.189483074961146
2824,Office,75287.0,2001.0,7.0,9.825946754206685,27.67343664455926,73.32213805457289
2825,Laboratory,47958.0,1996.0,9.0,23.306029021147598,62.47681890278113,39.32456856234466
2826,Athletic Field,725.0,2014.0,10.0,24.16026825396539,27.22349699815528,0.0197319881440948
2827,Hospital,158935.0,1968.0,24.0,9.503242840031053,63.369488611001,738.0280326195592
2828,Worship Facility,3503.0,1950.0,7.0,15.479738148639894,62.19007377017005,0.0197319881440948
2829,Library,48038.0,1945.0,6.0,11.85824810876641,62.46522578630792,23.02847528067492
2830,Entertainment/public assembly,3438.0,1944.0,8.0,15.490546248849242,71.14696511073066,8.490526043745838
2831,Police Station,21083.0,1925.0,10.0,15.806517870410271,62.05718247312967,64.30665844936436
2832,Fitness Center,20399.0,1962.0,25.0,25.005270627026654,25.5083874959562,97.67886357938885
2833,Patient Care,107507.0,1922.0,12.0,12.133841340263526,63.99962543203367,45.356640358149946
2834,Primary/Secondary Classroom,66037.0,1945.0,1.0,12.22571238083057,84.17497873648375,0.0197319881440948
2835,Hospital (General Medical & Surgical),432832.0,1922.0,30.0,22.62374362806042,62.3112455135187,472.844583305113
2836,Retail,218366.0,1945.0,9.0,9.511988107340947,62.86208869938032,140.47218736799147
