,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
1635,Sports Facility,156277.0,1913.0,4.0,21.78570384816001,71.54814032700386,110.35652993111766
1636,Services Plant,19514.0,1988.0,2.0,10.108408664379185,45.73146007581862,194.40920413724143
1637,Other,13116.0,1962.0,2.0,22.201266860817675,71.08550492460367,5.518793228857952
1638,Museum,21781.0,1935.0,6.0,23.910792714752898,26.45657906247881,91.35885994597379
1639,Community Center,14683.0,1904.0,5.0,12.60946690993719,82.49071646763434,0.0197319881440948
1640,K-12 School,92407.0,1938.0,14.0,15.529803190597397,62.36197408134367,1267.5649960221322
1641,Entertainment/public assembly,4548.0,1918.0,1.0,14.930381196647033,70.60891867131636,0.0197319881440948
1642,Community Center,283.0,1971.0,1.0,11.575502810812848,83.40979064807546,0.0197319881440948
1643,Urgent Care Center/Clinic/Other Outpatient Office,167114.0,1988.0,6.0,10.525759476040934,62.20244805850288,5.145215059406215
1644,Social/Meeting Hall,10196.0,1971.0,12.0,15.415225988140502,61.95378425575685,109.17024021513242
1645,Education,57247.0,1994.0,7.0,15.087378300738086,72.15148081446249,65.16739981758703
1646,"Community Center, Community Centers",283.0,1930.0,1.0,22.03676744483438,70.25086362320299,25.658718251160533
1647,Gymnasium,126775.0,1920.0,1.0,9.890523036233079,70.8173349092813,114.12862901547788
1648,Greenhouse,13675.0,1978.0,8.0,9.890425909089743,25.88352455567736,86.42806566747193
1649,Library,101798.0,1917.0,6.0,12.468839174913406,62.61023453296615,135.56578872240323
1650,Warehouse,5395.0,1986.0,1.0,12.17277506322326,82.6633770273345,20.629806596408486
1651,Entertainment/public assembly,25286.0,1915.0,6.0,14.981344954068073,70.57162494713818,20.401100054665548
1652,Parking: Enclosed Garage,70807.0,1968.0,4.0,9.667341035103368,63.6349788024497,65.5911931309415
1653,K-12 School,364142.0,1993.0,24.0,15.762864473780818,61.60181636853365,96.06494742769591
1654,Public Service,283.0,1972.0,7.0,14.08978123651216,62.05077011209809,6.601443732033083
1655,Education,283.0,1968.0,3.0,15.09364852068112,71.0123676802261,20.079260359322184
1656,Swimming Pool,10156.0,1957.0,8.0,15.570034394147036,62.74271915569874,64.01100693176468
1657,Hospital (General Medical & Surgical),11225.0,1974.0,5.0,15.659654953379295,62.55013237937675,47.56668661360057
1658,Other - Recreation,18996.0,1913.0,9.0,15.624564514914821,61.88096731752037,36.858764325408806
1659,Sports Stadium,126370.0,1936.0,2.0,21.937042074998786,63.16041980642488,43.24235343096336
1660,Other,74114.0,1922.0,1.0,22.518885929739156,71.51511373523508,2.9764173689502798
1661,Sports Stadium,45189.0,1975.0,6.0,24.05180538976133,25.91508414747786,7.109885002229635
1662,Parking: Open Air Ramp,59188.0,1909.0,8.0,11.991335872117062,63.92745300797262,35.973911986604115
1663,Theater,21456.0,1925.0,6.0,20.574334996455708,71.08729251592922,11.832440704473925
1664,Fire Station,283.0,1975.0,11.0,15.768437718354805,61.73754470175763,41.87441865714288
1665,School,65112.0,1923.0,5.0,11.444190378632289,82.98052668892537,21.59007090576669
1666,Parking,68736.0,1910.0,10.0,15.18521576400211,70.60716469893563,75.84895718203316
1667,Community Center,8270.0,1980.0,1.0,11.454219399423781,82.43891999809881,0.0197319881440948
1668,Public Service,300.0,1935.0,2.0,25.075584311937067,62.41677882734846,7.573067389478027
1669,Non-Refrigerated Warehouse,11079.0,2006.0,13.0,15.524657810958146,61.91689754789822,140.5401873174039
1670,Other - Recreation,14406.0,1915.0,11.0,15.462404038891352,61.94185028320605,17.447945566646116
1671,Other,11531.0,1977.0,1.0,22.80858632547596,71.03464097013253,0.0197319881440948
1672,K-12 School,118079.0,2005.0,9.0,15.92349746353885,62.31286962283205,68.52744330734626
1673,Hospital (General Medical & Surgical),158601.0,1910.0,20.0,15.3664096453914,61.7703718481947,383.9158163580812
1674,Classroom,108534.0,2014.0,5.0,25.075584311937067,25.5083874959562,491.5398604655114
1675,Other - Public Services,26833.0,1904.0,6.0,15.701071369386346,61.1977179869511,0.0197319881440948
1676,"Recreation Center, Community Centers",190512.0,1970.0,5.0,10.48186786522563,63.64518869722428,136.31272679599135
1677,Education,46801.0,1981.0,5.0,14.979782451342153,71.40753304958362,382.2053182300785
1678,Dormitory,60031.0,1928.0,9.0,11.09220005279377,63.30264514496627,116.91083056354043
1679,"Park, Community Centers",283.0,1920.0,1.0,22.272436033552022,70.28364547029805,4.846436828283579
1680,Fire Station,1870.0,1967.0,6.0,15.684274196345488,61.5887924135211,9.016891909007601
1681,College Classroom,179627.0,1976.0,9.0,9.841583637522666,72.32807103502681,203.31120278295418
1682,Public services,105496.0,2007.0,3.0,15.146861673176424,70.73345876893812,106.84997197398317
1683,Athletic Field,283.0,1909.0,6.0,9.552840488218266,83.44155279308366,0.0197319881440948
1684,Creamatorium,138424.0,1949.0,1.0,9.661609701268072,71.46993620444533,30.126955586937726
1685,College Classroom,59035.0,1968.0,5.0,9.729880567804774,63.06794239266388,39.13945590724619
1686,Parking Garage,27751.0,1984.0,25.0,25.075584311937067,25.5083874959562,50.95110229587209
1687,Religious building,4203.0,1931.0,3.0,9.817117553301427,82.9757992415065,3.1835962772309827
1688,Community Center,283.0,1969.0,1.0,10.247803168369273,83.10436976092852,0.0197319881440948
1689,Fire Station,5048.0,1935.0,2.0,15.85121000924675,62.26082069311677,1.9457041003485571
1690,Lodging/residential,46511.0,1948.0,1.0,15.20013938710278,70.42961155462835,62.482030911218494
1691,Social/Meeting Hall,16802.0,1913.0,7.0,15.858540859772361,61.76069369728675,101.32816531382173
1692,Lodging/residential,26554.0,1916.0,4.0,15.14456085254669,71.15818204370522,0.23967927557908197
1693,Dining,449631.0,1952.0,14.0,12.966379701326805,62.68322751889362,123.87547235391699
1694,Community Center,821.0,1975.0,2.0,11.852252801816812,81.6367596337439,0.0197319881440948
1695,Services Plant,70480.0,1989.0,12.0,15.306300244211544,25.57791578316507,46.7538973190234
1696,Theater,59041.0,2017.0,8.0,15.142502970368795,63.23283854133908,105.78747375212711
1697,Auditorium,2042.0,2009.0,11.0,24.60744853051266,29.05313713115838,118.16594478391498
1698,Classroom,281296.0,2006.0,6.0,22.93013629194245,71.85790226649031,63.44232195679484
1699,Residence Hall/Dormitory,71873.0,1904.0,2.0,12.13866467868913,40.95977448624814,48.932536688341344
1700,Public services,50518.0,1993.0,4.0,15.21488147283289,71.45751153923186,691.0882890816195
1701,Other - Lodging/Residential,24390.0,1947.0,10.0,15.640477144752731,61.0479872786197,30.3938798457807
1702,College Laboratory,45495.0,2017.0,5.0,25.075584311937067,70.96300973313731,95.64555788740388
1703,Fitness Center,331342.0,2003.0,23.0,25.075584311937067,25.5083874959562,85.07488323841682
1704,Senior Care Community,283.0,2015.0,12.0,15.6271239360019,61.80806563171607,556.7122420321468
1705,Other - Public Services,35417.0,1904.0,8.0,15.804107790766189,61.96557778846487,23.229048200382994
1706,Other - Public Services,13293.0,1920.0,7.0,15.642690357046957,61.43467531617755,16.890068443577654
1707,Dormitory,15091.0,1925.0,8.0,22.089983218737103,71.63584333314913,108.92465107749804
1708,Other - Recreation,9843.0,1911.0,1.0,15.65228753309204,61.19664809780694,9.147328276678277
1709,Library,334158.0,1906.0,15.0,8.450136885220445,62.79928780159015,329.9095922112325
1710,College Laboratory,242747.0,1975.0,1.0,10.67050816710616,71.87798103738047,243.36406199665478
1711,"Performing Arts, Community Centers",283.0,1977.0,1.0,21.393561246147204,70.926727750957,19.453284150734586
1712,Other - Public Services,56661.0,1937.0,14.0,15.71751633541948,62.47843258236578,6.3728406957398605
1713,Parking: Enclosed Garage,215013.0,1925.0,6.0,9.709922939189696,63.60453490129607,72.28936583205515
1714,Recreation Center,7578.0,1956.0,1.0,23.02226497733102,82.30676618297595,12.48986426621861
1715,"Community Center, Community Centers",283.0,1966.0,1.0,22.297516129834808,70.66235938333881,7.241182415235642
1716,Services Plant,113018.0,1980.0,3.0,10.266688938324581,82.52512077689227,47.93690310605496
1717,Retail,6350.0,1970.0,7.0,9.61772840541741,70.54337887286857,18.728850258202044
1718,Senior Care Community,15744.0,1987.0,1.0,10.070374763822322,69.93970069618526,29.56204798022419
1719,Support,66364.0,1929.0,7.0,11.596844284968299,84.17497873648375,109.56127510963206
1720,Dormitory,81569.0,1959.0,6.0,9.932519566075939,63.32984922092932,12.224888814863107
1721,Other - Recreation,7126.0,1981.0,7.0,15.824961218991623,61.22726291663199,22.107757162725683
1722,Research,68497.0,1929.0,12.0,12.319946196175259,62.31382553129855,217.47141123484528
1723,Technology/science,71435.0,1976.0,6.0,15.138417605567954,26.61863915426378,68.20972835094413
1724,Animal Kennels,25971.0,1916.0,2.0,11.730780444916059,63.06053891199759,30.669739307695707
1725,Education,62117.0,1949.0,2.0,14.946437450407734,71.28207286475964,64.9435670324547
1726,Hospital,118901.0,1985.0,10.0,12.37984183821715,71.39547444179595,366.208544322885
1727,Stadium,176605.0,2006.0,7.0,22.511970008317682,70.8326137473816,242.43833191918313
1728,Animal Kennels,108769.0,1904.0,6.0,22.67152857112928,62.88467369677675,10.891179093043021
1729,Housing,47030.0,1938.0,4.0,12.613701070778669,63.26736896096691,119.65852126239943
1730,Sports Facility,15948.0,1973.0,2.0,12.716645393203027,70.86743504008157,72.35063755275158
1731,Parking: Open Air Ramp,145625.0,1911.0,9.0,10.089624109759416,63.60726873051726,8.532518482081812
1732,"Community Center, Community Centers",6492.0,1909.0,1.0,22.88178879266513,71.5761147738896,17.219102517715868
1733,Fire Station,938.0,1982.0,2.0,15.49088150458066,62.3066646818876,7.033442477415889
1734,Other - Recreation,7088.0,1921.0,1.0,15.593864624619197,25.5083874959562,0.0197319881440948
1735,Other - Lodging/Residential,10549.0,1900.0,10.0,15.681530432271215,61.56046488994257,0.0197319881440948
1736,Warehouse,4028.0,1917.0,7.0,23.994403245799848,62.3039338755549,9.485516582800553
1737,Classroom,131839.0,2009.0,6.0,22.69098622871851,71.71489340473424,330.9153260599156
1738,Industrial,21490.0,1930.0,2.0,24.38733752576865,26.01696205098148,24.777766867747005
1739,Services Plant,283.0,1969.0,3.0,9.607420720006154,70.99811895708704,58.85491745590933
1740,Primary/Secondary Classroom,15402.0,1980.0,2.0,10.314839617626204,82.98366348416289,0.0197319881440948
1741,Stadium,49947.0,1990.0,12.0,23.697759605831425,71.19330418006783,154.223074828062
1742,Non-Refrigerated Warehouse,20349.0,1976.0,11.0,15.57634157083332,70.13901182251841,90.35503789962318
1743,Other - Lodging/Residential,7197.0,1982.0,13.0,15.780764995873616,60.44061202232267,34.01023501809503
1744,Fitness Center,108781.0,1997.0,8.0,24.856423053495817,25.5083874959562,74.61551702806742
1745,Other - Recreation,2524.0,1962.0,5.0,15.563415479591816,60.9710532729536,8.578844845171744
1746,Academic,94200.0,1931.0,1.0,13.000655342790367,42.00627164041508,7.046902686116095
1747,Research,98966.0,1912.0,22.0,12.614590858478712,62.68354461989594,394.1031038188876
1748,Primary/Secondary Classroom,103012.0,1984.0,2.0,10.064031925587871,84.0810114046865,21.32699755455961
1749,Gymnasium,118253.0,1953.0,9.0,22.20048932787721,71.4035868139696,253.6684479756676
1750,Athletic,70055.0,1953.0,7.0,12.933531402959245,63.07360977512679,37.1940619793339
1751,Planetarium,141963.0,1970.0,11.0,9.490287343680606,62.92666890836207,113.61309459110248
1752,Student Center,5666.0,1993.0,1.0,9.521672712712581,70.99170659063,38.83042763644357
1753,Classroom,40940.0,2017.0,5.0,22.393357003517075,70.93954168722706,299.7228412830518
1754,Residence Hall/Dormitory,76745.0,1962.0,5.0,12.231285244672168,62.34899634096157,135.68284106884013
1755,Conference Center,56645.0,2004.0,9.0,22.27831420247595,63.48172831389039,172.1704043991188
1756,Stadium,3925.0,2017.0,5.0,25.075584311937067,70.77976700635092,85.55466808154858
1757,Residence Hall/Dormitory,132211.0,1967.0,3.0,10.172695528578402,42.32626005600796,134.45586955282434
1758,Warehouse (Conditioned),189547.0,1924.0,4.0,9.1307144005508,46.5833008769949,14.431212481118031
1759,Support,133817.0,1971.0,9.0,11.691276219441535,63.57648022007607,261.5774442569965
1760,Other - Public Services,2278.0,1916.0,6.0,15.590456977477825,61.98376835778986,18.356102382466517
1761,Education,283.0,1967.0,5.0,15.096039422028838,71.62973081469877,26.441964427748164
1762,Public services,105380.0,2016.0,5.0,15.057756793806155,71.25996348276634,172.50779156556575
1763,garage,38288.0,1951.0,11.0,21.70832224269742,84.17497873648375,90.37522584786828
1764,"Fire Station, Fire Stations",283.0,1920.0,1.0,21.976013356897255,70.23009648069304,31.04087272342749
1765,Warehouse,5891.0,1974.0,1.0,22.15021446315178,27.19646391918924,65.26900579288412
1766,Park,283.0,1918.0,1.0,23.449998678053905,25.5083874959562,0.0197319881440948
1767,Warehouse,9882.0,1921.0,21.0,24.421177836031188,25.65252376310514,104.30353146427265
1768,Chapel,2311.0,1921.0,3.0,24.03887092755384,25.5083874959562,0.0197319881440948
1769,Classroom,114814.0,2007.0,7.0,22.921431464406208,70.68320300467002,132.09532654032225
1770,Entertainment/public assembly,283.0,1964.0,2.0,14.786647371081678,71.50590161541227,28.780674845614406
1771,Athletic Field,18327.0,1900.0,9.0,24.73129452996274,27.2514304308199,0.0197319881440948
1772,Research,70613.0,1919.0,7.0,12.470248791784995,62.29039144182167,130.7210064294408
1773,Sports Facility,62639.0,1948.0,4.0,10.931046938848285,44.26996952737563,154.39185019224064
1774,Sports Stadium,46235.0,1922.0,3.0,10.061142372672194,63.73983121041011,155.95881453240807
1775,Conference Center,22698.0,1932.0,3.0,9.107177348635556,26.22391910091224,48.33176289601599
1776,Fire Station,5647.0,1907.0,11.0,15.815117331424053,62.39303409162526,17.195728287027514
1777,Parking: Enclosed Garage,46602.0,1964.0,3.0,10.197883978586983,63.69419683228332,90.48198028448905
1778,Sports Arena,107277.0,1903.0,20.0,21.9118430856668,63.80511578624055,446.6114761778672
1779,Other,729.0,1967.0,1.0,22.116608852197846,70.83510382063835,6.195487857846562
1780,Campsites,30802.0,1925.0,2.0,12.44449224388423,48.76254614539668,26.24159044025676
1781,Other,3104.0,1910.0,1.0,23.01116266417108,71.29334565788295,0.0197319881440948
1782,Recreation Center,6646.0,1966.0,2.0,23.90516817532638,70.28431952936384,0.0197319881440948
1783,Other/Specialty Hospital,214855.0,1916.0,1.0,22.41884631362166,71.37487393263925,82.30294884127447
1784,Office,164148.0,1923.0,9.0,10.177071538080014,64.29770919272744,223.77013720157964
1785,Lodging/residential,70235.0,1972.0,3.0,15.038932374631107,71.01738754407701,112.18716963972744
1786,Support,171751.0,1971.0,10.0,12.056341986567583,63.9214413718561,83.53460582198565
1787,Animal Kennels,3301.0,1912.0,2.0,10.322552632437734,83.5057174462425,12.658957669240259
1788,Park,283.0,1923.0,1.0,23.13799949835826,25.5083874959562,0.0197319881440948
1789,Auditorium,15194.0,1916.0,4.0,9.917347118107394,82.46664310699855,0.0197319881440948
1790,Sports Stadium,108930.0,1971.0,16.0,23.587191288825274,25.77016172920122,132.03430173350273
1791,Swimming Pool,44048.0,1974.0,6.0,15.544233998671066,62.49893695778045,272.9411960027473
1792,Hospital,20492.0,1920.0,1.0,11.170616627879074,84.17497873648375,21.969784027571762
1793,Dormitory,63562.0,1983.0,9.0,10.582126710168572,63.14842654969633,101.89081209446572
1794,Services Plant,283.0,1971.0,2.0,9.700513765540316,81.38863751260774,32.83644841943484
1795,Other - Recreation,7151.0,1965.0,6.0,15.752491711353489,61.64975753064684,0.0197319881440948
1796,Dormitory,26111.0,1915.0,8.0,21.4314946668557,28.20804476210157,53.92666901117869
1797,Student Union,296844.0,1956.0,9.0,22.097140305603414,63.70583402831145,492.87240013581504
1798,Retail,80967.0,1975.0,1.0,9.986462049060961,62.81959407278575,183.72893343527514
1799,K-12 School,4767.0,1987.0,7.0,15.509756905894754,62.16126892011896,25.025286275015574
1800,Other - Recreation,7620.0,1968.0,3.0,15.787646152275585,60.87694741138277,0.0197319881440948
1801,Other,2333.0,1922.0,1.0,22.258766903275866,70.91744708644615,16.088969264502627
1802,"Office, Fire Stations",348.0,1988.0,8.0,23.37788767913306,70.52472756144203,34.15991860212781
1803,Swimming Pool,14987.0,1926.0,4.0,15.635431033621282,61.05000784841145,35.1072559808637
1804,Sports Stadium,104455.0,1980.0,7.0,9.66430533448058,72.19943721236076,82.79912269832636
1805,Student Union,101562.0,1947.0,8.0,9.731047138078186,71.30710250365605,88.11445205312722
1806,Office,18253.0,1913.0,8.0,10.142945203850884,63.08361105503234,110.74715442610172
1807,Entertainment/public assembly,17855.0,1913.0,6.0,15.039917500802812,71.14162032627259,196.33235218432495
1808,K-12 School,6734.0,1998.0,9.0,15.7318541973645,62.52972624617089,43.622374439640254
1809,Housing,29165.0,1984.0,4.0,13.29414568978732,63.01318383461701,29.020794082002862
1810,Student Union,16584.0,2016.0,12.0,12.299216494163204,63.02339831706941,46.865024670045344
1811,K-12 School,38520.0,1968.0,13.0,15.831596771068474,61.53343500348318,131.70402113608029
1812,Fire Station,15743.0,1920.0,3.0,15.777495345297531,61.41138477834043,11.511461751856672
1813,Classroom,111079.0,2009.0,8.0,22.53980833968163,70.71607116268868,125.0440967724783
1814,School,13814.0,1977.0,5.0,11.711410422845036,62.39183395155069,8.710674786216149
1815,office,23832.0,1984.0,9.0,9.56241515829403,63.53518756333861,39.11494311661094
1816,"Recreation Center, Community Centers",25290.0,1910.0,1.0,10.815346004274042,80.91978629429208,0.0197319881440948
1817,Education,283.0,1911.0,3.0,14.921708121924492,71.03317158421991,31.02310916314936
1818,Manufacturing Facility,183538.0,1914.0,5.0,9.491348218208724,62.86438093967086,117.89323936206553
1819,Animal Kennels,14245.0,1957.0,2.0,11.49331063460508,63.29676651594318,0.0197319881440948
1820,Warehouse,283.0,1984.0,10.0,23.647181278313493,29.7700372091132,122.55736997164817
1821,Sports Facility,74604.0,1972.0,3.0,23.257194047456892,70.53867738555897,20.45009563435641
1822,Community Center,882.0,1988.0,1.0,12.066384465744004,82.31810539505362,0.0197319881440948
1823,Fitness Center,155902.0,1916.0,5.0,21.958655874190875,71.03005967716243,225.91979721311642
1824,College Laboratory,337217.0,2003.0,27.0,25.075584311937067,25.5083874959562,579.2505709396432
1825,Community Center,12139.0,1979.0,2.0,11.473255121367334,84.17497873648375,0.0197319881440948
1826,Hospital (General Medical & Surgical),30091.0,1903.0,11.0,15.626001807592642,61.94835941564082,64.17663202886132
1827,Maintenance Repair Shop,17349.0,1961.0,7.0,8.657584142239417,63.56394170539119,10.364936385574055
1828,Office,215839.0,1971.0,8.0,11.037397749681496,63.18235857965723,19.604312007335253
1829,Athletic,571827.0,1908.0,15.0,11.770618839414034,62.701636305204,140.9481960580497
1830,Fitness Center,38647.0,1963.0,5.0,24.33248612273956,44.79012141412164,91.63824510449734
1831,Other/Specialty Hospital,62412.0,1953.0,13.0,12.614837917731478,63.55825668348487,226.47765711400513
1832,Industrial,6979.0,1979.0,1.0,10.750264322422623,83.78637018338809,34.84168537317232
1833,Library,106955.0,1923.0,11.0,15.681154361397867,62.09008135434057,25.75697867471942
1834,Community Center,283.0,1978.0,1.0,12.841432435427425,81.83309333798232,0.0197319881440948
1835,"Fire Station, Fire Stations",283.0,1912.0,1.0,24.78076026740047,71.0865180667427,3.835389595128163
1836,Other - Recreation,8482.0,1904.0,8.0,15.582696555872017,61.49529582401573,59.78811359008746
1837,Hospital,225115.0,2017.0,4.0,13.183519837903713,62.00963002232076,92.35749090194247
1838,Academic,173782.0,1979.0,2.0,12.824391001040894,40.4042401556695,148.34893537220432
1839,Public services,109528.0,2007.0,4.0,14.92139733269796,71.05904275462125,109.08489144195184
1840,Health Services,78008.0,1914.0,6.0,21.558654269365043,63.79545392336703,61.72053840224295
1841,Education,90381.0,1934.0,3.0,15.29163164198837,71.47713538870396,32.28217711121795
1842,Park,283.0,1969.0,1.0,22.32119230164889,70.54826430761156,0.0197319881440948
1843,Stadium,6710.0,1971.0,6.0,24.59191652760099,70.78403507218775,11.095861869898656
1844,Hotel,600.0,1974.0,1.0,10.551982988684307,62.91839938792585,44.45108858664078
1845,Social/Meeting Hall,5157.0,1924.0,10.0,15.819376558460297,61.06198588400737,118.84249533771025
1846,Dormitory,114117.0,1976.0,11.0,15.223643080346998,71.31102199657403,327.5841945035016
1847,Classroom,54241.0,2001.0,5.0,22.68104075285616,70.45927618968668,123.65840366516471
1848,Lodging/residential,44549.0,2012.0,7.0,15.290121252785218,70.75818093683712,28.239393002562366
1849,Hospital,76271.0,1980.0,5.0,11.307576378158851,44.48772509769228,26.797313449907914
1850,Office,24421.0,1913.0,5.0,10.435049350550685,63.35840072276307,15.229653520238
1851,Sports Stadium,16673.0,1925.0,4.0,8.806381685422929,72.13829192039138,155.24552837638845
1852,Fire Station,283.0,1989.0,8.0,16.02574496917006,61.14127617790428,0.0197319881440948
1853,Retail Store,3384.0,1985.0,7.0,15.686857739285925,26.4022075237919,22.69473056775709
1854,Central Plant,27557.0,1909.0,11.0,23.634364231825575,62.88412353107205,74.81926732555854
1855,Greenhouse,14087.0,1991.0,1.0,10.061473218634648,83.85172202412345,87.59173284753135
1856,Research,1701.0,1970.0,7.0,13.646811445900914,63.25753596704162,0.0197319881440948
1857,Multifamily Housing,13950.0,1921.0,7.0,10.366344243587903,62.42550935606071,21.568058746793458
1858,Parking,283.0,1921.0,6.0,15.418865109403676,70.66176410554864,88.07666496015221
1859,Health Services,36751.0,1912.0,3.0,24.11895198128941,62.06263672758072,0.0197319881440948
1860,Non-Refrigerated Warehouse,12029.0,1913.0,7.0,15.656064441305466,61.52376112018251,9.588307994922793
1861,College Classroom,115751.0,1932.0,10.0,8.992912544391748,63.00455700876157,60.34467589392871
1862,Parking: Enclosed Garage,115034.0,1905.0,13.0,9.43647482598585,64.5492810853251,74.2659368692288
1863,Warehouse,12356.0,1917.0,10.0,25.075584311937067,25.86237606372733,24.649714774789018
1864,Park,24013.0,1984.0,4.0,23.1479220140172,71.74058294571365,9.30702368488138
1865,"Office, Fire Stations",46434.0,2017.0,14.0,16.083735495571325,25.5083874959562,70.54345719057888
1866,Fire Station,239930.0,1978.0,19.0,15.361165958651773,61.78062925566361,52.183710706853844
1867,Swimming Pool,345846.0,1974.0,16.0,15.095718055305111,62.26847126824436,435.65566703344075
1868,Other,17167.0,1907.0,1.0,22.526241521918624,70.67587883517926,0.0197319881440948
1869,Warehouse,283.0,1951.0,2.0,8.86302363708991,82.99722390656278,56.72750544447156
1870,School,283.0,1920.0,1.0,10.490903369620012,80.89488490287538,9.502988002697052
1871,Office,18677.0,1951.0,5.0,11.24186143581988,63.19339589235589,31.63762486207391
1872,Fire Station,3820.0,1979.0,21.0,15.515344549409283,61.78701836164373,45.406734617576674
1873,"Recreation Center, Community Centers",75896.0,1914.0,6.0,10.602074350241939,62.34306317547384,0.0197319881440948
1874,Community Center,283.0,1991.0,1.0,13.030401246260967,83.32288949339897,0.0197319881440948
1875,Academic,23962.0,1974.0,1.0,10.408806513669752,42.6799021721624,15.078066038929423
1876,Retail,10184.0,1905.0,5.0,24.078815880238807,25.67426118185906,0.0197319881440948
1877,Primary/Secondary Classroom,13308.0,1958.0,1.0,10.525713385122973,84.17497873648375,0.0197319881440948
1878,Ice arena,89255.0,1907.0,4.0,9.073478098009728,63.57634081157171,167.01073696818
1879,Dormitory,22748.0,1920.0,9.0,9.592197790731216,72.72661069789406,48.012176588651
1880,Library,16188.0,1920.0,5.0,15.421316304635305,62.79107820547276,36.64271019983458
1881,garage,236851.0,1952.0,12.0,21.35856818621329,63.87951184585943,357.2511703881831
1882,College Laboratory,10956.0,1929.0,3.0,9.81169423214451,75.47442516319283,0.0197319881440948
1883,Education,100244.0,1976.0,7.0,15.118322553792845,71.65619270465298,213.313481696351
1884,Library,17973.0,1919.0,5.0,11.510882503296738,62.33517682393508,22.35557696081028
1885,College Classroom,110381.0,1915.0,5.0,9.11341842452104,73.97575356481599,33.75359964462844
1886,K-12 School,129352.0,1961.0,25.0,15.606551010317684,61.96219055300629,57.92622886689143
1887,Support,294717.0,1934.0,7.0,13.276920384025566,63.15812105976551,286.6197808430186
1888,Other - Recreation,854.0,1901.0,5.0,15.53265045343932,61.75902122199517,3.534164735186849
1889,Animal Kennels,76574.0,1914.0,5.0,9.804759050537,63.68379823814035,143.6934629219252
1890,Patient Care,84919.0,1961.0,11.0,12.898568182644393,63.37616221973981,245.55092319554547
1891,College Classroom,237363.0,1996.0,7.0,9.005821135080728,63.66667090760485,552.7535737441087
1892,Other - Recreation,21083.0,1921.0,24.0,16.019823935628335,61.35691140314979,1.6468403647239818
1893,Student Center,9878.0,1928.0,1.0,10.315719637528998,70.82164684620763,18.999707519243664
1894,Maintenance Repair Shop,70750.0,1976.0,6.0,11.61345610899928,64.64427147963073,36.30121721971625
1895,Athletic,114849.0,1917.0,4.0,12.623847500508171,63.54469614798411,7.686492099990517
1896,Education,25770.0,1965.0,11.0,15.096346083451587,71.11720064331278,111.60161801548263
1897,Animal Shelter,145521.0,1906.0,11.0,9.127492279791705,64.70063391118222,206.06604583431263
1898,Other - Entertainment/Public Assembly,11328.0,1960.0,1.0,15.390645024104707,81.68174196119215,0.0197319881440948
1899,"Fire Station, Fire Stations",283.0,1911.0,1.0,22.403267790025904,70.83600352022965,0.0197319881440948
1900,Patient Care,183044.0,1994.0,8.0,12.548854568754011,62.27248024073801,192.5965495343023
1901,"Community Center, Community Centers",283.0,1917.0,1.0,22.835395649142367,71.22668577373693,20.80916428986044
1902,Community Center,36850.0,1983.0,1.0,10.08401365033574,82.22562224108937,0.0197319881440948
1903,Prison/Incarceration,227719.0,1972.0,12.0,22.616850798414855,70.57612574754904,761.3560124420923
1904,Park,283.0,1900.0,1.0,23.66869015545041,25.5083874959562,0.0197319881440948
1905,Recreation Center,115177.0,1908.0,2.0,22.321248113915924,62.92601738698456,75.78224829978734
1906,Public services,4104.0,1970.0,1.0,14.806419379212771,71.731656672486,125.26967830169579
1907,College Classroom,19359.0,1918.0,4.0,9.573438036348705,73.09492037712641,10.207072573807256
1908,Dormitory,20182.0,1917.0,5.0,10.02240326214821,71.58993391816549,42.7466793329776
1909,"Community Center, Community Centers",1531.0,1998.0,2.0,22.838564777837416,71.52825994055812,24.920490757374168
1910,College Classroom,183210.0,1970.0,6.0,23.18333647053618,69.47580173680724,106.3513947095012
1911,Office,45819.0,1921.0,9.0,12.676533086726689,62.75792407140985,121.84406933155941
1912,Industrial,35373.0,1970.0,1.0,11.683924498377976,83.03770781093111,28.72756304919855
1913,"Community Center, Community Centers",13348.0,1908.0,1.0,25.075584311937067,25.5083874959562,4.88855154568671
1914,Support,31413.0,1989.0,5.0,13.772084201955476,62.37265825843106,271.2833718312453
1915,Other - Recreation,2705.0,1922.0,4.0,16.01740482762143,60.83900255029997,0.0197319881440948
1916,Athletic Field,5151.0,1958.0,31.0,21.74508152167175,63.46293853694042,164.5903371441943
1917,K-12 School,91056.0,1978.0,21.0,15.671592368430346,61.60501956342845,85.38973298259515
1918,"Park, Community Centers",283.0,2005.0,6.0,22.431289989455852,71.04323674781934,34.305815908840145
1919,College Laboratory,97313.0,2010.0,5.0,25.036479478842253,71.46696244574571,339.8121328188602
1920,Animal Kennels,571.0,1931.0,6.0,13.387399459714782,72.95932488989537,3.5339217223918595
1921,College Classroom,116078.0,1915.0,9.0,22.70578213410618,26.43992709181313,93.8358915322723
1922,Market,73642.0,1903.0,1.0,9.925218970317502,71.77393132103388,56.12532500490781
1923,Sports Facility,122627.0,1970.0,3.0,10.676036465877921,46.51484017866209,191.38368149788624
1924,College Laboratory,354661.0,1922.0,20.0,10.049715582962085,71.7439253251914,57.063658412336125
1925,Social/Meeting Hall,8475.0,1921.0,24.0,15.460826900736132,61.86743203202933,6.497026234294992
